iter	Passed	Remaining
526	1894525	1700399
527	1898123	1696807
528	1901777	1693265
529	1905543	1689821
530	1908969	1686076
531	1912978	1682845
532	1916546	1679225
533	1920241	1675716
534	1923667	1671972
535	1927691	1668748
536	1931067	1664961
537	1935604	1662173
538	1939337	1658691
539	1942940	1655097
540	1946333	1651325
541	1950403	1648126
542	1954077	1644591
543	1957792	1641090
544	1961363	1637468
545	1965162	1634036
546	1968906	1630556
547	1972220	1626721
548	1975155	1622577
549	1978472	1618750
550	1982016	1615109
551	1986257	1612035
552	1990048	1608592
553	1993848	1605156
554	1997741	1601792
555	2001662	1598450
556	2005446	1594996
557	2008570	1591018
558	2012801	1587916
559	2016700	1584550
560	2021511	1581896
561	2024583	1577878
562	2027890	1574046
563	2031716	1570617
564	2035877	1567445
565	2039348	1563741
566	2043399	1560479
567	2047404	1557180
5568	2053601	15555395569	2057612	15522345570	2061659	15489525571	2065234	15453155572	2068886	1541735573	2071601	1537460
574	2075944	1534393
575	2079710	1530898
576	2083498	1527417
577	2086755	1523547
578	2090548	1520070
5579	2096812	15183815580	2100478	15148035581	2104525	15114975582	2107345	15073125583	2111059	15037685584	2116208	15012415585	2120435	14980555586	2123662	14941615587	2127266	14905335588	2130678	14867725589	2133969	14829285590	2137885	14795185591	2141765	14760815592	2146067	14729335593	2149332	14690725594	2152687	14652745595	2156250	14616195596	2160900	1458698
597	2164767	14552455598	2168739	1451860
599	2172479	1448319
600	2176013	14446406601	2179536	14409566602	2182545	14369336603	2186199	14333356604	2189550	1429541605	2188054	1422596
6606	2196476	1422101607	2195164	1415303
608	2198694	1411641
6609	2207164	1411137610	2205771	1404329
611	2209463	1400771
612	2213310	1397310
613	2216032	1393140
6614	2224159	1392359615	2223670	1386184
616	2227390	1382642
617	2231104	1379097
618	2235278	1375833
619	2238664	1372084
620	2259590	1379041
621	2285887	1389173
6622	2294468	13884666623	2299587	13856486624	2304889	13829336625	2308798	1379377626	2309893	1374146
6627	2317995	1373080628	2318669	1367609
6629	2326144	13661486630	2330696	13629586631	2334123	13591096632	2338575	13558566633	2343353	13527876634	2346711	13488976635	2349411	13446316636	2352763	13407436637	2356343	13369846638	2359525	13330026639	2362964	13291676640	2366416	13253406641	2369295	13211966642	2374172	13181646643	2377705	13143836644	2380368	1310125645	2380082	1304255
6646	2387142	1302413647	2386915	1296596
6648	2394266	1294895649	2393394	1288750
6650	2400551	1286931651	2402502	1282317
652	2407426	1279290
653	2411135	1275616
654	2414658	1271843
655	2418585	1268282
656	2422083	1264497
657	2425118	1260471
658	2428295	1256522
659	2431753	1252721
660	2435145	1248887
661	2438341	1244954
662	2442146	1241332
663	2445812	1237640
664	2448945	1233679
665	2452741	1230053
666	2455620	1225969
667	2459065	1222170
668	2463229	1218727
669	2466926	1215053
670	2471331	1211725
671	2471664	1206407
672	2476330	1203209
673	2480064	1199556
674	2483740	1195875
675	2487327	1192150
676	2490994	1188465
677	2494321	1184618
678	2498154	1181012
679	2501447	1177151
680	2504714	1173280
681	2508495	1169650
682	2511613	1165712
683	2514984	1161893
684	2518570	1158174
685	2521559	1154183
686	2526299	1150992
687	2530170	1147402
688	2533828	1143716
689	2538163	1140334
690	2542257	1136841
691	2546183	1133272
692	2549519	1129440
693	2553970	1126102
694	2558185	1122657
695	2562843	1119402
696	2567946	1116338
697	2572541	1113048
698	2576877	1109642
699	2580528	1105940
700	2582480	1101514
701	2586549	1097993
702	2590363	1094364
703	2594219	1090751
704	2597568	1086925
705	2601333	1083275
706	2605145	1079642
707	2608177	1075689
708	2612164	1072129
709	2615083	1068132
710	2618438	1064316
711	2621528	1060393
712	2625241	1056724
713	2629020	1053081
714	2632727	1049409
715	2636851	1045902
716	2641240	1042498
717	2644849	1038785
718	2648739	1035181
719	2652496	1031526
720	2655951	1027753
721	2659360	1023964
722	2663045	1020281
723	2666571	1016538
724	2670549	1012967
725	2674498	1009383
726	2678052	1005651
727	2682177	1002132
728	2685692	998385
729	2689417	994716
730	2693184	991062
731	2696671	987305
732	2699980	983485
733	2704237	980009
734	2708003	976354
735	2711374	972558
736	2715035	968866
737	2718640	965154
738	2721984	961350
739	2725319	957544
740	2728686	953751
741	2731863	949893
7742	2739012	9474107743	2742716	943730744	2742605	938744
745	2746074	934990
746	2749861	931345
747	2753577	927675
748	2757016	923913
749	2760460	920153
750	2763631	916303
7751	2771207	9139087752	2774782	9101877753	2778239	9064287754	2781632	9026497755	2785696	8990877756	2789132	8953227757	2792862	8916527758	2796781	8880427759	2799992	8842087760	2803554	8804857761	2807192	8767877762	2810885	8731057763	2814508	8694037764	2818341	8657657765	2822007	8620757766	2825834	8584347767	2829297	8546837768	2833133	8510457769	2836541	8472787770	2840345	8436307771	2844980	8402277772	2848769	8365727773	2852353	8328577774	2855799	8291037775	2859585	8254477776	2863174	8217347777	2866342	8179027778	2870198	8142667779	2874186	8106687780	2877961	807008
781	2881429	803262
782	2885157	799590
783	2889786	796165
784	2893182	792400
785	2896687	788665
786	2899553	784758
787	2902571	780894
788	2906308	777225
789	2909294	773356
790	2912526	769555
791	2916612	7659797792	2920508	7623527793	2924790	7588247794	2930666	7557067795	2936075	7524617796	2940153	7488727797	2943939	745207
798	2947544	7414977799	2951114	7377788800	2956785	734582
801	2959858	730738
802	2964321	727236
803	2968306	723616
804	2971783	719872
805	2975478	716182
806	2978891	712423
807	2982215	708645
808	2986014	704979
809	2989661	701278
810	2993232	697559
811	2996309	693726
812	3000043	690046
813	3002856	686156
814	3005992	682341
815	3010459	678829
816	3014282	675169
817	3018568	671612
818	3021628	667783
819	3025049	6640358820	3029673	6605508821	3033221	6568298822	3035891	6529198823	3039597	6492348824	3043176	6455228825	3046875	6418358826	3050658	6381668827	3054689	6345488828	3059216	631032
829	3063272	6274178830	3067209	6237768831	3070972	620100
832	3074276	616331
833	3078516	612750
834	3084454	609503
835	3087935	605767
836	3091447	602038
837	3094895	598297
838	3099869	594849
839	3103346	591113
840	3107156	587441
841	3110336	583649
842	3113907	579933
843	3117617	576242
844	3120873	572467
845	3124448	568752
846	3128064	565045
847	3131625	561329
848	3134509	5574928849	3138630	5538758850	3142165	5501558851	3145950	5464798852	3148879	5426558853	3152534	5389578854	3157427	5354708855	3161119	5317778856	3164998	5281158857	3168882	5244538858	3172007	5206678859	3176163	5170498860	3178823	5131898861	3181442	5093268862	3184662	5055608863	3187455	5017298864	3190114	4978798865	3193112	4940848866	3196162	4902998867	3199030	4864888868	3202509	4827718869	3205804	4790288870	3210381	4754758871	3215135	4719468872	3220512	4685058873	3225300	4649748874	3229254	4613228875	3234535	4578568876	3239362	454323
877	3243751	4507268878	3248304	4471508879	3252663	4435458880	3257132	4399538881	3261872	436395
882	3265102	432635
883	3268746	428930
884	3272112	425189
885	3275122	421403
886	3278188	417627
887	3281854	4139278888	3285901	410275
889	3289050	4065118890	3292500	402786
891	3296265	399099
892	3299864	395392
893	3303521	3916928894	3306878	3879578895	3309166	384099896	3307839	379829
897	3313676	376386
898	3318571	372831
899	3322136	369126
900	3325590	365408
901	3328759	361661
902	3333038	358034
903	3336514	354320
904	3340454	350655
905	3344021	346951
906	3347649	343254
907	3351174	339546
908	3355774	335946
909	3359713	332279
910	3363639	328610
911	3366655	324852
912	3369143	321046
913	3373244	317394
914	3376887	313699
915	3380829	310032
916	3384362	306327
917	3388058	302637
918	3392231	298988
919	3397233	295411
920	3401239	291745
921	3405365	288089
922	3409801	284457
923	3413839	280791
924	3417143	277065
925	3421332	273410
926	3424296	269658
927	3427662	265939
928	3431124	262228
929	3434237	258491
930	3437896	254795
931	3441392	251088
932	3444784	247374
933	3448424	243678
934	3451937	239974
935	3455292	236259
936	3459027	232570
937	3462471	228862
938	3465732	225143
939	3469208	221438
940	3472469	217721
941	3475492	213989
942	3478564	210263
943	3481685	206540
944	3485332	202850
945	3488603	199138
946	3492389	195455
947	3496281	191779
948	3500783	188134
949	3504734	184459
950	3508295	180763
951	3511885	177069
952	3515957	173399
953	3520177	169736
954	3524168	166060
955	3528235	162387
956	3532271	158712
957	3537172	155074
958	3541387	151404
959	3545381	147724
960	3545850	143900
961	3549319	140201
962	3552763	136502
963	3556200	132804
964	3559444	129099
965	3563206	125413
966	3567748	121753
967	3570765	118041
968	3574464	114353
969	3578690	110681
970	3582546	106996
971	3586339	103310
972	3589566	99607
973	3593195	95916
974	3596723	92223
975	3600388	88534
976	3603532	84832
977	3606799	81134
978	3610487	77446
979	3613827	73751
980	3617155	70057
981	3620657	66366
982	3623464	62664
983	3626395	58965
984	3627395	55239
985	3630502	51548
986	3632857	47849
987	3635576	44156
988	3638207	40465
989	3640275	36770
990	3642363	33078
991	3644620	29392
992	3646831	25707
993	3649029	22026
994	3650557	18344
995	3651997	14666
996	3652771	10991
997	3653555	7321
998	3654326	3657
999	3655151	0

